type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration,target
month-to-month,yes,bank transfer (automatic),106.65,1672.1,male,0,no,no,both,fiber optic,yes,yes,yes,yes,yes,no,yes,503.29097372277533,0
one year,yes,bank transfer (automatic),117.8,8684.8,male,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2178.160587874947,1
month-to-month,no,credit card (automatic),70.55,433.95,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,169.07358965530122,0
month-to-month,no,mailed check,19.9,19.9,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,17.95811234063827,1
one year,yes,credit card (automatic),94.7,5430.35,male,0,yes,yes,both,fiber optic,no,yes,no,yes,yes,no,yes,1754.805060159391,0
one year,no,mailed check,35.6,1072.6,male,0,no,no,internet,dsl,yes,no,no,yes,no,no,nan,868.4902289613984,0
one year,no,electronic check,64.75,4039.5,female,0,no,no,both,dsl,yes,no,yes,yes,no,no,yes,1813.7264980702125,0
two year,yes,credit card (automatic),73.45,5329.0,male,1,yes,no,both,dsl,no,no,yes,no,yes,yes,yes,2178.750405921466,0
month-to-month,yes,electronic check,85.25,1734.5,male,0,no,no,both,fiber optic,no,no,no,no,yes,no,yes,593.9496956258911,1
one year,no,bank transfer (automatic),69.7,3023.65,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,no,no,1448.6562246970973,0
two year,no,credit card (automatic),66.75,4760.3,female,0,yes,yes,both,dsl,yes,yes,no,yes,no,no,yes,2177.5446158262225,0
one year,yes,bank transfer (automatic),116.3,8309.55,male,0,no,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2148.4407298535366,0
two year,no,credit card (automatic),73.5,5357.75,male,0,yes,no,both,dsl,yes,yes,no,yes,yes,no,yes,2148.0130326068233,0
month-to-month,yes,electronic check,82.75,417.75,female,0,no,no,both,fiber optic,no,no,yes,yes,no,no,yes,139.5546105058702,0
two year,yes,credit card (automatic),117.15,8529.5,female,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2177.9163639453795,0
one year,yes,electronic check,100.15,5409.75,female,1,no,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1662.9348386894371,0
two year,yes,mailed check,26.0,1776.0,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2177.1959480499536,0
month-to-month,yes,mailed check,49.2,1498.55,female,0,yes,no,both,dsl,no,no,no,yes,no,no,no,931.7840389207896,0
two year,no,bank transfer (automatic),20.3,1401.15,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,2176.1078135736334,0
month-to-month,yes,electronic check,99.7,2967.35,female,1,no,no,both,fiber optic,no,yes,no,no,yes,yes,yes,900.7219967824321,1
month-to-month,yes,mailed check,19.6,55.25,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,77.66966502591976,0
month-to-month,yes,electronic check,105.35,3540.65,male,0,no,no,both,fiber optic,no,yes,no,yes,yes,yes,yes,1021.9196210323498,0
one year,yes,credit card (automatic),104.7,4134.85,female,0,yes,no,both,fiber optic,yes,no,yes,yes,yes,yes,no,1174.0277098010617,1
month-to-month,no,credit card (automatic),45.0,298.7,female,0,no,no,internet,dsl,no,no,no,no,yes,yes,nan,170.4469956276261,0
one year,yes,bank transfer (automatic),69.5,1498.2,female,0,yes,yes,both,dsl,no,yes,no,no,yes,yes,no,655.3859647410293,1
month-to-month,yes,credit card (automatic),61.2,125.95,female,0,no,yes,both,dsl,yes,no,no,no,no,yes,no,49.407543556210314,0
month-to-month,yes,electronic check,98.85,4564.9,male,1,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1386.2527630751915,0
month-to-month,yes,electronic check,88.85,929.45,female,0,yes,yes,both,fiber optic,no,no,no,no,yes,yes,no,291.72096522938875,0
month-to-month,yes,mailed check,53.9,834.15,female,0,no,no,both,dsl,no,yes,no,yes,no,no,no,474.21232916620295,1
month-to-month,yes,electronic check,44.05,483.7,female,0,yes,no,both,dsl,no,no,no,no,no,no,no,320.3771141416398,1
one year,yes,mailed check,87.2,4345.0,female,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,no,1479.9883106922402,0
two year,yes,electronic check,47.05,3263.6,female,0,yes,no,internet,dsl,no,no,yes,yes,no,yes,nan,2150.7948511641284,0
month-to-month,yes,electronic check,86.2,4524.05,female,0,yes,yes,both,dsl,no,yes,yes,yes,yes,yes,yes,1632.6115615213519,0
two year,yes,credit card (automatic),25.1,1789.9,male,1,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2178.2097091344085,0
one year,no,credit card (automatic),54.9,3045.75,male,0,no,no,internet,dsl,no,no,yes,yes,yes,yes,nan,1600.2964663779228,0
month-to-month,yes,electronic check,100.75,2095.0,male,0,no,no,both,fiber optic,yes,no,no,no,yes,yes,yes,654.8540794149015,1
one year,yes,bank transfer (automatic),100.25,6689.0,female,0,yes,yes,both,fiber optic,yes,no,yes,yes,no,yes,yes,2028.4337305457418,0
month-to-month,no,electronic check,75.65,1146.65,male,1,no,no,both,fiber optic,no,no,no,no,no,no,yes,442.19108937367275,1
month-to-month,yes,credit card (automatic),63.95,318.1,male,0,no,no,both,dsl,no,no,yes,yes,yes,no,no,138.27722517909575,0
month-to-month,yes,credit card (automatic),78.85,3126.85,female,0,yes,no,both,fiber optic,no,no,no,yes,no,no,yes,1203.9263699297992,0
month-to-month,no,electronic check,90.45,5044.8,female,1,yes,no,both,fiber optic,no,yes,yes,yes,no,no,yes,1661.6044313526672,0
two year,no,electronic check,89.65,5308.7,female,0,no,no,both,dsl,yes,yes,yes,yes,yes,yes,yes,1844.2375074110917,0
month-to-month,no,electronic check,85.45,2509.95,male,0,yes,yes,both,fiber optic,no,no,no,no,yes,no,yes,900.0991537692877,0
month-to-month,yes,electronic check,69.75,324.6,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,140.6365807140885,1
month-to-month,no,electronic check,44.6,122.7,female,0,no,no,both,dsl,no,no,no,no,no,no,no,78.06045424301843,0
one year,yes,mailed check,19.2,161.95,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,231.00421203230354,0
month-to-month,yes,electronic check,55.45,55.45,female,0,no,no,both,dsl,no,no,no,no,no,yes,no,18.96501268136571,0
month-to-month,yes,electronic check,88.45,1422.1,female,0,no,no,both,fiber optic,no,no,yes,no,no,yes,yes,473.5355256566739,1
one year,no,electronic check,59.3,2209.15,female,0,no,no,both,dsl,no,no,no,yes,no,yes,no,1173.9911670130757,0
one year,yes,bank transfer (automatic),74.25,4859.25,female,0,yes,yes,both,fiber optic,no,no,no,no,no,no,yes,1997.6416144751329,0
month-to-month,yes,mailed check,89.0,1820.45,male,0,yes,no,both,fiber optic,no,no,no,no,yes,yes,no,594.5184645770792,1
month-to-month,no,credit card (automatic),80.0,4242.35,male,0,no,no,both,fiber optic,no,no,yes,no,no,no,yes,1540.5931135920723,1
two year,yes,electronic check,105.5,7544.0,female,0,yes,no,both,fiber optic,yes,no,yes,no,yes,yes,yes,2177.0859616675275,0
month-to-month,yes,mailed check,20.3,459.95,female,1,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,717.9292142730645,0
month-to-month,no,electronic check,49.9,1441.95,male,0,yes,no,both,dsl,no,no,no,no,no,no,yes,901.9113254486078,0
month-to-month,yes,electronic check,69.9,69.9,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,16.8627393791202,1
month-to-month,yes,mailed check,70.05,564.4,male,0,yes,no,both,dsl,no,no,yes,no,yes,yes,no,263.59193237681853,0
two year,yes,mailed check,20.2,684.4,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1052.8309320471692,0
month-to-month,no,mailed check,20.5,563.05,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,839.5244016767795,0
one year,yes,credit card (automatic),109.8,4860.35,female,1,no,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,1327.5156239105427,0
month-to-month,no,electronic check,44.8,169.65,male,0,yes,yes,both,dsl,no,no,no,no,no,no,no,108.50255561621027,0
month-to-month,no,bank transfer (automatic),62.8,418.3,female,0,no,no,both,dsl,no,no,yes,yes,no,yes,no,202.5990492902104,0
month-to-month,yes,electronic check,75.4,1380.4,female,0,no,no,both,fiber optic,yes,no,no,no,no,no,no,536.6471015861778,0
month-to-month,yes,credit card (automatic),20.1,232.4,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,350.8255577715938,0
one year,yes,credit card (automatic),56.3,2780.6,female,0,yes,no,internet,dsl,no,yes,no,yes,yes,yes,nan,1477.6287943012703,0
month-to-month,yes,credit card (automatic),99.45,919.4,male,1,no,no,both,fiber optic,no,yes,no,no,yes,yes,yes,258.6376614399722,1
month-to-month,no,mailed check,48.85,631.4,female,0,no,no,both,dsl,no,no,no,no,no,no,yes,444.511080419907,0
month-to-month,yes,electronic check,81.15,784.45,male,0,no,no,both,fiber optic,yes,no,no,no,no,no,yes,263.79084302763613,0
one year,yes,credit card (automatic),101.9,2681.15,female,0,yes,no,both,fiber optic,yes,no,no,yes,yes,yes,no,807.1801313807765,0
month-to-month,yes,electronic check,114.1,7132.15,male,0,yes,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,1842.1957318041837,0
two year,yes,electronic check,103.65,7634.8,male,0,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,2177.4016254097496,0
month-to-month,yes,credit card (automatic),49.05,91.1,female,0,no,no,both,dsl,no,yes,no,no,no,no,no,48.4285275028295,1
month-to-month,no,mailed check,20.65,716.4,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1021.7959047236392,0
two year,no,electronic check,80.7,5617.95,female,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,no,yes,2119.8389633353227,0
month-to-month,yes,electronic check,71.05,2168.15,male,0,no,no,both,dsl,no,yes,no,yes,yes,no,yes,932.4723237668286,0
one year,no,mailed check,19.8,465.45,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,689.3967806001723,0
month-to-month,yes,electronic check,95.05,1290.0,female,1,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,380.8478720263612,1
one year,no,credit card (automatic),19.0,105.5,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,170.21992652188848,0
month-to-month,no,mailed check,44.95,431.0,male,0,no,no,both,dsl,no,no,no,no,no,no,no,260.45692996901414,1
one year,no,credit card (automatic),57.2,1423.35,male,0,yes,yes,both,dsl,yes,no,no,yes,no,no,no,688.7273408413519,0
month-to-month,no,electronic check,111.1,6014.85,female,0,no,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,1630.0835163049685,1
two year,yes,credit card (automatic),21.1,490.65,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,716.6368117397791,0
month-to-month,yes,electronic check,104.25,6812.95,male,0,yes,no,both,fiber optic,yes,no,yes,no,yes,yes,yes,1965.6333493321335,0
month-to-month,yes,electronic check,53.75,3196.0,male,0,no,no,internet,dsl,yes,no,yes,no,yes,yes,nan,1723.6916133680622,0
one year,yes,bank transfer (automatic),20.05,923.1,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1478.1544803424179,0
month-to-month,yes,electronic check,39.85,1434.6,female,1,no,no,internet,dsl,no,no,yes,no,yes,no,nan,1054.925734960831,0
two year,no,credit card (automatic),19.65,116.85,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,169.05363926448103,0
month-to-month,yes,electronic check,95.6,4783.5,female,0,yes,yes,both,fiber optic,no,no,no,no,yes,yes,yes,1477.1221859929838,1
month-to-month,no,electronic check,72.25,2568.55,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,no,yes,1050.7790164392738,1
month-to-month,no,mailed check,20.15,84.5,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,110.77384783252413,0
one year,no,bank transfer (automatic),68.8,4111.35,male,0,no,no,both,dsl,yes,yes,yes,yes,no,no,yes,1903.900541638207,0
two year,no,credit card (automatic),20.3,1356.3,male,1,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,2089.3550625065805,0
one year,no,mailed check,19.3,593.2,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,962.358971459873,0
two year,no,bank transfer (automatic),55.3,3983.6,male,0,yes,yes,both,dsl,yes,no,no,no,no,no,yes,2178.487788749931,0
two year,yes,electronic check,109.05,7108.2,male,1,no,no,both,fiber optic,yes,no,yes,yes,yes,yes,yes,1964.370929050334,0
one year,yes,mailed check,19.5,239.75,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,443.43218932621284,0
two year,no,bank transfer (automatic),65.5,4919.7,female,0,yes,no,internet,dsl,yes,yes,yes,yes,yes,yes,nan,2178.027287286505,0
two year,no,credit card (automatic),109.2,7049.75,male,0,no,no,both,fiber optic,yes,yes,yes,yes,yes,yes,no,1904.6960838453315,0
two year,yes,credit card (automatic),65.2,4784.45,female,0,yes,yes,internet,dsl,yes,yes,yes,yes,yes,yes,nan,2177.4429292927543,0
month-to-month,no,electronic check,94.1,1215.6,female,0,yes,no,both,fiber optic,no,yes,yes,no,yes,no,yes,382.23340190160235,1
month-to-month,yes,mailed check,40.15,130.75,male,0,no,no,internet,dsl,no,no,yes,no,yes,no,nan,78.34055231756214,1
month-to-month,yes,electronic check,29.85,29.85,female,0,yes,no,internet,dsl,no,yes,no,no,no,no,nan,18.569490451931543,0
month-to-month,no,mailed check,54.8,452.8,male,0,yes,yes,both,dsl,no,yes,no,yes,no,no,no,263.09940763177013,0
one year,yes,bank transfer (automatic),70.1,3913.3,female,0,yes,yes,both,dsl,yes,no,no,no,yes,yes,no,1721.4645920679134,1
month-to-month,no,credit card (automatic),44.7,276.5,male,1,no,no,both,dsl,no,no,no,no,no,no,no,170.09376753112235,0
month-to-month,yes,credit card (automatic),105.0,7133.25,male,0,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1995.7005094434164,1
two year,yes,mailed check,19.6,561.15,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,808.060598193385,0
two year,yes,credit card (automatic),97.75,6991.6,male,0,yes,yes,both,fiber optic,yes,yes,no,yes,no,yes,yes,2176.606266843836,0
month-to-month,no,electronic check,49.15,649.4,female,0,no,no,internet,dsl,no,no,yes,no,yes,yes,nan,381.26391668827455,0
month-to-month,no,mailed check,34.7,383.55,male,0,no,no,internet,dsl,no,yes,yes,no,no,no,nan,322.0439995688043,0
month-to-month,no,mailed check,69.55,69.55,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,16.821556270800865,1
month-to-month,yes,bank transfer (automatic),100.65,5688.05,female,1,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1690.7688263046364,1
month-to-month,yes,electronic check,42.9,42.9,male,0,no,no,both,dsl,no,no,no,no,no,no,no,16.98252449033361,1
month-to-month,yes,credit card (automatic),58.7,168.6,female,0,yes,yes,both,dsl,no,yes,no,no,yes,no,no,77.28850554408142,0
month-to-month,no,credit card (automatic),59.9,287.85,female,1,no,no,both,dsl,yes,yes,no,yes,no,no,no,140.541897678297,0
month-to-month,no,electronic check,99.4,5025.0,female,0,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,no,1477.8426994007605,0
month-to-month,yes,electronic check,90.05,4931.8,male,1,no,no,both,fiber optic,no,yes,no,no,no,yes,yes,1630.5357961224993,0
month-to-month,no,mailed check,29.5,255.25,male,0,no,no,internet,dsl,no,no,yes,no,no,no,nan,289.9192958489952,1
month-to-month,yes,electronic check,94.1,2322.85,male,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,716.482819956349,0
month-to-month,yes,credit card (automatic),89.9,2723.15,male,0,no,no,both,fiber optic,no,no,no,yes,no,yes,yes,900.9766109515016,0
month-to-month,no,electronic check,89.8,2335.3,male,0,no,no,both,fiber optic,no,yes,yes,no,yes,no,no,777.6899523359529,1
month-to-month,yes,mailed check,86.05,244.85,male,0,no,no,both,fiber optic,yes,no,no,no,no,yes,no,78.70589251294174,0
month-to-month,yes,mailed check,19.3,279.3,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,382.2649292016779,0
two year,no,bank transfer (automatic),20.65,1125.6,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1723.457881670667,0
one year,yes,bank transfer (automatic),103.15,7031.3,male,0,yes,yes,both,fiber optic,yes,yes,yes,no,yes,yes,no,1997.9213377594015,0
two year,no,mailed check,24.4,1417.9,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,1842.2295830927633,0
month-to-month,no,electronic check,74.7,74.7,male,1,no,no,both,fiber optic,no,no,no,yes,no,no,no,17.6563205642951,0
month-to-month,yes,credit card (automatic),54.95,568.85,male,0,yes,no,both,dsl,yes,no,no,yes,no,no,no,291.0539615396643,0
month-to-month,no,electronic check,59.55,1144.6,male,0,no,no,both,dsl,no,no,yes,yes,no,no,yes,565.6333856398732,0
month-to-month,yes,electronic check,104.45,4863.85,female,1,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1387.8571656286135,0
two year,no,credit card (automatic),88.95,1161.75,female,0,no,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,383.9587585670747,0
one year,no,mailed check,19.9,173.15,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,201.35068305280748,0
month-to-month,yes,electronic check,93.5,2970.8,male,1,yes,no,both,fiber optic,no,yes,yes,no,no,yes,yes,962.2360621893748,0
month-to-month,yes,credit card (automatic),70.05,266.9,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,109.03084093129786,1
two year,yes,bank transfer (automatic),89.0,6293.2,female,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,2117.8039394309926,0
month-to-month,no,electronic check,84.3,84.3,female,0,no,no,both,fiber optic,no,yes,no,no,yes,no,no,18.536160759655047,1
month-to-month,no,electronic check,70.1,70.1,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,18.123786067346288,0
two year,no,electronic check,104.7,6333.8,female,0,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1813.6946189626074,0
month-to-month,no,credit card (automatic),78.65,483.3,male,0,no,no,both,dsl,yes,no,yes,yes,yes,yes,no,171.3594866220403,0
one year,no,mailed check,35.3,264.8,male,0,no,no,internet,dsl,yes,no,yes,no,no,no,nan,202.81922571158455,0
one year,yes,credit card (automatic),104.15,1299.1,female,0,no,yes,both,fiber optic,no,yes,yes,no,yes,yes,yes,381.6822643420927,0
two year,yes,bank transfer (automatic),115.6,8220.4,female,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2176.4881642789946,0
month-to-month,yes,mailed check,18.95,185.6,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,259.273209509259,1
two year,no,credit card (automatic),114.3,8244.3,male,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2119.343148122386,0
month-to-month,no,mailed check,19.9,320.45,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,443.56820267837327,0
month-to-month,yes,bank transfer (automatic),70.35,3454.6,male,1,no,no,both,dsl,yes,yes,no,no,yes,no,yes,1510.1564370511855,0
month-to-month,yes,electronic check,86.3,1180.95,female,0,no,no,both,fiber optic,no,yes,no,no,no,yes,no,411.51939859507496,1
two year,no,credit card (automatic),115.8,8332.15,male,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2177.723422306499,0
month-to-month,yes,bank transfer (automatic),103.35,847.3,female,0,no,no,both,fiber optic,yes,no,no,yes,yes,yes,yes,231.5339897458447,1
month-to-month,yes,bank transfer (automatic),103.65,4747.85,male,0,no,no,both,fiber optic,no,no,yes,yes,yes,yes,yes,1356.1847743670521,0
month-to-month,yes,electronic check,112.95,1882.55,female,0,yes,yes,both,fiber optic,yes,no,yes,yes,yes,yes,yes,474.15429284676173,0
month-to-month,yes,mailed check,50.6,249.95,female,0,no,no,both,dsl,no,no,no,no,no,no,yes,138.47548546665595,1
two year,no,mailed check,96.6,6424.25,male,0,yes,no,both,fiber optic,yes,yes,yes,yes,no,no,yes,1996.637035513182,0
month-to-month,yes,electronic check,35.2,607.3,female,0,no,no,internet,dsl,no,no,yes,yes,no,no,nan,536.2791497899414,0
month-to-month,no,credit card (automatic),65.0,3363.8,male,0,yes,yes,both,dsl,no,yes,no,yes,yes,no,no,1599.2168090030905,0
one year,no,credit card (automatic),60.0,3316.1,male,1,yes,no,both,dsl,yes,yes,no,no,no,no,yes,1661.4202699186978,0
month-to-month,yes,electronic check,94.55,3851.45,male,1,yes,no,both,fiber optic,no,yes,no,no,yes,yes,no,1235.6754140473943,0
month-to-month,yes,electronic check,59.25,436.6,male,0,no,no,both,dsl,no,no,no,no,yes,no,yes,232.55140298708938,0
one year,yes,credit card (automatic),20.8,469.65,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,717.5884178977943,0
month-to-month,yes,electronic check,88.95,2291.2,male,1,no,no,both,fiber optic,no,yes,no,no,yes,no,yes,747.0494327667335,1
month-to-month,yes,bank transfer (automatic),44.35,44.35,female,0,yes,yes,both,dsl,no,no,no,no,no,no,no,16.863911358321378,1
one year,yes,credit card (automatic),19.35,433.75,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,595.2840416267051,0
one year,yes,credit card (automatic),85.15,979.05,female,0,no,no,both,fiber optic,yes,no,no,no,yes,no,no,352.67935015791215,0
